Company|PR_No|Item_No|Delete_Status|Purchasing_Group|Date|Requester|Item_Descriptiom|Item_Code|Plant|Tracking_No|Material_Group|Material_Group_Des|Quantity|Unit|Requisition_Date|Delivery_Date|Release_Date|Price_PR|Price_Unit|Total_Value|Desired_Vendor|Fixed_Vendor|Purchasing_Org|PO_No|PO_ITEM_NO|PO_DATE|PR_Closed|PR_Fixed|Currency|Account_Ass_Cat|GL_Account|Cost_Center|WBS_Code|Department|Section|Objective|comment
TPAC|0010225842|00010||CH1|20201117|Watsaporn|ADH|000000000000001470|PA01|A02200091|1000|TPAC Raw Material|100.000 |KG|20201110|20201225|20201223|1776.50 |1 |177650 ||||4510051057|00020|20201117|||THB|||||BC|BC|To buy raw material|
